נהג,pa'al,drive,ב,נוהג,נוהגת,נוהגים,נוהגות,נהגתי,נהגנו,נהגת,נהגת,נהגתם,נהגתן,נהג,נהגה,נהגו,אנהג,ננהג,תנהג,תנהגי,תנהגו,תנהגנה,ינהג,תנהג,ינהגו,תנהגנה,נהג,נהגי,נהגו,נהגנה,לנהוג,-1-2-,,OK,Duolingo
שוט,pa'al,sail,,שט,שטה,שטים,שטות,שטתי,שטנו,שטת,שטת,שטתם,שטתן,שט,שטה,שטו,אשוט,נשוט,תשוט,תשוטי,תשוטו,תשוטנה,ישוט,תשוט,ישוטו,תשוטנה,שוט,שוטי,שוטו,שוטנה,לשוט,-1-2-101-,"1,2,3,4,5,6,7,8,9,10,11,12,13,28",OK,Duolingo
טוס,pa'al,fly,,טס,טסה,טסים,טסות,טסתי,טסנו,טסת,טסת,טסתם,טסתן,טס,טסה,טסו,אטוס,נטוס,תטוס,תטוסי,תטוסו,תטוסנה,יטוס,תטוס,יטוסו,תטוסנה,טוס,טוסי,טוסו,טוסנה,לטוס,-1-2-101-,"1,2,3,4,5,6,7,8,9,10,11,12,13,28",OK,Duolingo
נסע,pa'al,ride in,,נוסע,נוסעת,נוסעים,נוסעות,נסעתי,נסענו,נסעת,נסעת,נסעתם,נסעתן,נסע,נסעה,נסעו,אסע,ניסע,תיסע,תיסעי,תיסעו,תיסענה,ייסע,תיסע,ייסעו,תיסענה,סע,סעי,סעו,סענה,לנסוע,-1-2-1001-,"14,15,16,17,18,19,20,21,22,23,24,25,26,27",OK,Duolingo
פלג,hiph'il,sail,,מפליג,מפליגה,מפליגים,מפליגות,הפלגתי,הפלגנו,הפלגת,הפלגת,הפלגתם,הפלגתן,הפליג,הפליגה,הפליגו,אפליג,נפליג,תפליג,תפליגי,תפליגו,תפלגנה,יפליג,תפליג,יפליגו,תפלגנה,הפלג,הפליגי,הפליגו,הפלגנה,להפליג,-1-4-,,OK,Duolingo
שחה,pa'al,swim,,שוחה,שוחה,שוחים,שוחות,שחיתי,שחינו,שחית,שחית,שחיתם,שחיתן,שחה,שחתה,שחו,אשחה,נשחה,תשחה,תשחי,תשחו,תשחינה,ישחה,תשחה,ישחו,תשחינה,שחה,שחי,שחו,שחינה,לשחות,-1-2-100-,"2,3,4,5,6,7,8,9,10,12,13,17,18,19,22,23,25,26,27,28",OK,Duolingo
אמר,pa'al,"tell (info) (present, past), say","ל (someone), את (something)",אומר,אומרת,אומרים,אומרות,אמרתי,אמרנו,אמרת,אמרת,אמרתם,אמרתן,אמר,אמרה,אמרו,אומר,נאמר,תאמר,תאמרי,תאמרו,תאמרנה,יאמר,תאמר,יאמרו,תאמרנה,אמור,אמרי,אמרו,אמורנה,לומר,-1-2-133-1006-1007-,"14,24,27,28",OK,Duolingo
נגע,pa'al,touch,ב,נוגע,נוגעת,נוגעים,נוגעות,נגעתי,נגענו,נגעת,נגעת,נגעתם,נגעתן,נגע,נגעה,נגעו,אגע,ניגע,תיגע,תיגעי,תיגעו,תיגענה,ייגע,תיגע,ייגעו,תיגענה,גע,געי,געו,גענה,לגעת,-1-2-1001-1003-,"14,15,16,17,18,19,20,21,22,23,24,25,26,27,28",OK,Duolingo
ישן,pa'al,sleep,,ישן,ישנה,ישנים,ישנות,ישנתי,ישנו,ישנת,ישנת,ישנתם,ישנתן,ישן,ישנה,ישנו,אישן,נישן,תישן,תישני,תישנו,תישנה,יישן,תישן,יישנו,תישנה,ישן,ישני,ישנו,ישנה,לישון,-1-2-104-1009-,"1,2,3,4,6,19,23,27",OK,Duolingo
שמע,pa'al,hear,את,שומע,שומעת,שומעים,שומעות,שמעתי,שמענו,שמעת,שמעת,שמעתם,שמעתן,שמע,שמעה,שמעו,אשמע,נשמע,תשמע,תשמעי,תשמעו,תשמענה,ישמע,תשמע,ישמעו,תשמענה,שמע,שמעי,שמעו,שמענה,לשמוע,-1-2-,,OK,Duolingo
עבד,pa'al,work,,עובד,עובדת,עובדים,עובדות,עבדתי,עבדנו,עבדת,עבדת,עבדתם,עבדתן,עבד,עבדה,עבדו,אעבוד,נעבוד,תעבוד,תעבדי,תעבדו,תעבודנה,יעבוד,תעבוד,יעבדו,תעבודנה,עבוד,עבדי,עבדו,עבודנה,לעבוד,-1-2-1008-,"14,15,16,19,20,21,23,24,27",OK,Duolingo
מצא,pa'al,find,את,מוצא,מוצאת,מוצאים,מוצאות,מצאתי,מצאנו,מצאת,מצאת,מצאתם,מצאתן,מצא,מצאה,מצאו,אמצא,נמצא,תמצא,תמצאי,תמצאו,תמצאנה,ימצא,תמצא,ימצאו,תמצאנה,מצא,מצאי,מצאו,מצאנה,למצוא,-1-2-,,OK,Duolingo
עשה,pa'al,do,,עושה,עושה,עושים,עושות,עשיתי,עשינו,עשית,עשית,עשיתם,עשיתן,עשה,עשתה,עשו,אעשה,נעשה,תעשה,תעשי,תעשו,תעשינה,יעשה,תעשה,יעשו,תעשינה,עשה,עשי,עשו,עשינה,לעשות,-1-2-100-,"2,3,4,5,6,7,8,9,10,12,13,17,18,19,22,23,25,26,27,28",OK,Duolingo
תמך,pa'al,support,ב,תומך,תומכת,תומכים,תומכות,תמכתי,תמכנו,תמכת,תמכת,תמכתם,תמכתן,תמך,תמכה,תמכו,אתמוך,נתמוך,תתמוך,תתמכי,תתמכו,תתמוכנה,יתמוך,תתמוך,יתמכו,תתמוכנה,תמוך,תמכי,תמכו,תמוכנה,לתמוך,-1-2-1008-,"14,15,16,19,20,21,23,24,27",OK,Duolingo
לקח,pa'al,take,את,לוקח,לוקחת,לוקחים,לוקחות,לקחתי,לקחנו,לקחת,לקחת,לקחתם,לקחתן,לקח,לקחה,לקחו,אקח,ניקח,תיקח,תיקחי,תיקחו,תיקחנה,ייקח,תיקח,ייקחו,תיקחנה,קח,קחי,קחו,קחנה,לקחת,-1-2-1001-1003-,"14,15,16,17,18,19,20,21,22,23,24,25,26,27,28",OK,Duolingo
ידע,pa'al,know,,יודע,יודעת,יודעים,יודעות,ידעתי,ידענו,ידעת,ידעת,ידעתם,ידעתן,ידע,ידעה,ידעו,אדע,נדע,תדע,תדעי,תדעו,תדענה,ידע,תדע,ידעו,תדענה,דע,דעי,דעו,דענה,לדעת,-1-2-1000-,"14,15,16,17,18,19,20,21,22,23,24,25,26,27,28",OK,Duolingo
מכר,pa'al,sell,,מוכר,מוכרת,מוכרים,מוכרות,מכרתי,מכרנו,מכרת,מכרת,מכרתם,מכרתן,מכר,מכרה,מכרו,אמכור,נמכור,תמכור,תמכרי,תמכרו,תמכורנה,ימכור,תמכור,ימכרו,תמכורנה,מכור,מכרי,מכרו,מכורנה,למכור,-1-2-1008-,"14,15,16,19,20,21,23,24,27",OK,Duolingo
קנה,pa'al,buy,ל (for),קונה,קונה,קונים,קונות,קניתי,קנינו,קנית,קנית,קניתם,קניתן,קנה,קנתה,קנו,אקנה,נקנה,תקנה,תקני,תקנו,תקנינה,יקנה,תקנה,יקנו,תקנינה,קנה,קני,קנו,קנינה,לקנות,-1-2-100-,"2,3,4,5,6,7,8,9,10,12,13,17,18,19,22,23,25,26,27,28",OK,Duolingo
רשם,pa'al,write down,,רושם,רושמת,רושמים,רושמות,רשמתי,רשמנו,רשמת,רשמת,רשמתם,רשמתן,רשם,רשמה,רשמו,ארשום,נרשום,תרשום,תרשמי,תרשמו,תרשומנה,ירשום,תרשום,ירשמו,תרשומנה,רשום,רשמי,רשמו,רשומנה,לרשום,-1-2-1008-,"14,15,16,19,20,21,23,24,27",OK,Duolingo
כאב,pa'al,hurt,ל,כואב,כואבת,כואבים,כואבות,כאבתי,כאבנו,כאבת,כאבת,כאבתם,כאבתן,כאב,כאבה,כאבו,אכאב,נכאב,תכאב,תכאבי,תכאבו,תכאבנה,יכאב,תכאב,יכאבו,תכאבנה,כאב,כאבי,כאבו,כאבנה,לכאוב,-1-2-,,OK,Duolingo
פתח,pa'al,open,את,פותח,פותחת,פותחים,פותחות,פתחתי,פתחנו,פתחת,פתחת,פתחתם,פתחתן,פתח,פתחה,פתחו,אפתח,נפתח,תפתח,תפתחי,תפתחו,תפתחנה,יפתח,תפתח,יפתחו,תפתחנה,פתח,פתחי,פתחו,פתחנה,לפתוח,-1-2-,,OK,Duolingo
נתן,pa'al,give,ל,נותן,נותנת,נותנים,נותנות,נתתי,נתנו,נתת,נתת,נתתם,נתתן,נתן,נתנה,נתנו,אתן,ניתן,תיתן,תיתני,תיתנו,תיתנה,ייתן,תיתן,ייתנו,תיתנה,תן,תני,תנו,תנה,לתת,-1-2-104-1001-1004-,"5,6,7,8,9,10,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28",OK,Duolingo
סגר,pa'al,close,,סוגר,סוגרת,סוגרים,סוגרות,סגרתי,סגרנו,סגרת,סגרת,סגרתם,סגרתן,סגר,סגרה,סגרו,אסגור,נסגור,תסגור,תסגרי,תסגרו,תסגורנה,יסגור,תסגור,יסגרו,תסגורנה,סגור,סגרי,סגרו,סגורנה,לסגור,-1-2-1008-,"14,15,16,19,20,21,23,24,27",OK,Duolingo
כעס,pa'al,angry,על,כועס,כועסת,כועסים,כועסות,כעסתי,כעסנו,כעסת,כעסת,כעסתם,כעסתן,כעס,כעסה,כעסו,אכעס,נכעס,תכעס,תכעסי,תכעסו,תכעסנה,יכעס,תכעס,יכעסו,תכעסנה,כעס,כעסי,כעסו,כעסנה,לכעוס,-1-2-,,OK,Duolingo
שמר,pa'al,"keep, guard",על guard ,שומר,שומרת,שומרים,שומרות,שמרתי,שמרנו,שמרת,שמרת,שמרתם,שמרתן,שמר,שמרה,שמרו,אשמור,נשמור,תשמור,תשמרי,תשמרו,תשמורנה,ישמור,תשמור,ישמרו,תשמורנה,שמור,שמרי,שמרו,שמורנה,לשמור,-1-2-1008-,"14,15,16,19,20,21,23,24,27",OK,Duolingo
חשב,pa'al,think,,חושב,חושבת,חושבים,חושבות,חשבתי,חשבנו,חשבת,חשבת,חשבתם,חשבתן,חשב,חשבה,חשבו,אחשוב,נחשוב,תחשוב,תחשבי,תחשבו,תחשובנה,יחשוב,תחשוב,יחשבו,תחשובנה,חשוב,חשבי,חשבו,חשובנה,לחשוב,-1-2-1008-,"14,15,16,19,20,21,23,24,27",OK,Duolingo
חזר,pa'al,"return, repeat",על repeat ,חוזר,חוזרת,חוזרים,חוזרות,חזרתי,חזרנו,חזרת,חזרת,חזרתם,חזרתן,חזר,חזרה,חזרו,אחזור,נחזור,תחזור,תחזרי,תחזרו,תחזורנה,יחזור,תחזור,יחזרו,תחזורנה,חזור,חזרי,חזרו,חזורנה,לחזור,-1-2-1008-,"14,15,16,19,20,21,23,24,27",OK,Duolingo
זכר,pa'al,remember,,זוכר,זוכרת,זוכרים,זוכרות,זכרתי,זכרנו,זכרת,זכרת,זכרתם,זכרתן,זכר,זכרה,זכרו,אזכור,נזכור,תזכור,תזכרי,תזכרו,תזכורנה,יזכור,תזכור,יזכרו,תזכורנה,זכור,זכרי,זכרו,זכורנה,לזכור,-1-2-1008-,"14,15,16,19,20,21,23,24,27",OK,Duolingo
רוץ,pa'al,run,,רץ,רצה,רצים,רצות,רצתי,רצנו,רצת,רצת,רצתם,רצתן,רץ,רצה,רצו,ארוץ,נרוץ,תרוץ,תרוצי,תרוצו,תרוצנה,ירוץ,תרוץ,ירוצו,תרוצנה,רוץ,רוצי,רוצו,רוצנה,לרוץ,-1-2-101-,"1,2,3,4,5,6,7,8,9,10,11,12,13,28",OK,Duolingo
כלל,pa'al,include,,כולל,כוללת,כוללים,כוללות,כללתי,כללנו,כללת,כללת,כללתם,כללתן,כלל,כללה,כללו,אכלול,נכלול,תכלול,תכללי,תכללו,תכלולנה,יכלול,תכלול,יכללו,תכלולנה,כלול,כללי,כללו,כלולנה,לכלול,-1-2-1008-,"14,15,16,19,20,21,23,24,27",OK,Duolingo
נוח,pa'al,rest,,נח,נחה,נחים,נחות,נחתי,נחנו,נחת,נחת,נחתם,נחתן,נח,נחה,נחו,אנוח,ננוח,תנוח,תנוחי,תנוחו,תנחנה,ינוח,תנוח,ינוחו,תנחנה,נוח,נוחי,נוחו,נחנה,לנוח,-1-2-101-1014-,"1,2,3,4,5,6,7,8,9,10,11,12,13,19,23,27,28",OK,Duolingo
שיר,pa'al,sing,,שר,שרה,שרים,שרות,שרתי,שרנו,שרת,שרת,שרתם,שרתן,שר,שרה,שרו,אשיר,נשיר,תשיר,תשירי,תשירו,תשרנה,ישיר,תשיר,ישירו,תשרנה,שיר,שירי,שירו,שרנה,לשיר,-1-2-103-,"1,2,3,4,5,6,7,8,9,10,11,12,13,19,23,27,28",OK,Duolingo
רקד,pa'al,dance,,רוקד,רוקדת,רוקדים,רוקדות,רקדתי,רקדנו,רקדת,רקדת,רקדתם,רקדתן,רקד,רקדה,רקדו,ארקוד,נרקוד,תרקוד,תרקדי,תרקדו,תרקודנה,ירקוד,תרקוד,ירקדו,תרקודנה,רקוד,רקדי,רקדו,רקודנה,לרקוד,-1-2-1008-,"14,15,16,19,20,21,23,24,27",OK,Duolingo
עזר,pa'al,help,ל,עוזר,עוזרת,עוזרים,עוזרות,עזרתי,עזרנו,עזרת,עזרת,עזרתם,עזרתן,עזר,עזרה,עזרו,אעזור,נעזור,תעזור,תעזרי,תעזרו,תעזורנה,יעזור,תעזור,יעזרו,תעזורנה,עזור,עזרי,עזרו,עזורנה,לעזור,-1-2-1008-,"14,15,16,19,20,21,23,24,27",OK,Duolingo
שנא,pa'al,hate,,שונא,שונאת,שונאים,שונאות,שנאתי,שנאנו,שנאת,שנאת,שנאתם,שנאתן,שנא,שנאה,שנאו,אשנא,נשנא,תשנא,תשנאי,תשנאו,תשנאנה,ישנא,תשנא,ישנאו,תשנאנה,שנא,שנאי,שנאו,שנאנה,לשנוא,-1-2-,,OK,Duolingo
עזב,pa'al,leave,,עוזב,עוזבת,עוזבים,עוזבות,עזבתי,עזבנו,עזבת,עזבת,עזבתם,עזבתן,עזב,עזבה,עזבו,אעזוב,נעזוב,תעזוב,תעזבי,תעזבו,תעזובנה,יעזוב,תעזוב,יעזבו,תעזובנה,עזוב,עזבי,עזבו,עזובנה,לעזוב,-1-2-1008-,"14,15,16,19,20,21,23,24,27",OK,Duolingo
שקל,pa'al,consider,,שוקל,שוקלת,שוקלים,שוקלות,שקלתי,שקלנו,שקלת,שקלת,שקלתם,שקלתן,שקל,שקלה,שקלו,אשקול,נשקול,תשקול,תשקלי,תשקלו,תשקולנה,ישקול,תשקול,ישקלו,תשקולנה,שקול,שקלי,שקלו,שקולנה,לשקול,-1-2-1008-,"14,15,16,19,20,21,23,24,27",OK,Duolingo
חתם,pa'al,sign,,חותם,חותמת,חותמים,חותמות,חתמתי,חתמנו,חתמת,חתמת,חתמתם,חתמתן,חתם,חתמה,חתמו,אחתום,נחתום,תחתום,תחתמי,תחתמו,תחתומנה,יחתום,תחתום,יחתמו,תחתומנה,חתום,חתמי,חתמו,חתומנה,לחתום,-1-2-1008-,"14,15,16,19,20,21,23,24,27",OK,Duolingo
עמד,pa'al,stand,,עומד,עומדת,עומדים,עומדות,עמדתי,עמדנו,עמדת,עמדת,עמדתם,עמדתן,עמד,עמדה,עמדו,אעמוד,נעמוד,תעמוד,תעמדי,תעמדו,תעמודנה,יעמוד,תעמוד,יעמדו,תעמודנה,עמוד,עמדי,עמדו,עמודנה,לעמוד,-1-2-1008-,"14,15,16,19,20,21,23,24,27",OK,Duolingo
